,model_uuid,model_path,ampl_version,model_type,dataset_key,features,splitter,model_score_type,feature_transform_type,model_choice_score,best_train_r2_score,best_train_rms_score,best_train_mae_score,best_train_num_compounds,best_valid_r2_score,best_valid_rms_score,best_valid_mae_score,best_valid_num_compounds,best_test_r2_score,best_test_rms_score,best_test_mae_score,best_test_num_compounds,rf_estimators,rf_max_features,rf_max_depth,max_epochs,best_epoch,learning_rate,layer_sizes,dropouts,xgb_gamma,xgb_learning_rate,model_parameters_dict,feat_parameters_dict
79,02dd7513-fa8f-4b2f-b6b2-f3232a97fa18,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_02dd7513-fa8f-4b2f-b6b2-f3232a97fa18.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7203244539294882,0.9754855613401942,0.2859579099957381,0.21099266519430196,359,0.7203244539294882,0.7565464024409461,0.5841193475806712,77,0.8224965170180527,0.7148771464948156,0.5632396139129344,78,453.0,84.0,14.0,,,,,,,,"{""rf_estimators"": 453, ""rf_max_depth"": 14, ""rf_max_features"": 84}",{}
17,3a53fd61-ef01-484a-9787-479a82eabdbc,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_3a53fd61-ef01-484a-9787-479a82eabdbc.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7202365972647012,0.9750270934579379,0.28861950907734213,0.21286787956563072,359,0.7202365972647012,0.7566652230268507,0.5970689345496492,77,0.8149366371519545,0.729941740503331,0.5808733689168648,78,324.0,167.0,11.0,,,,,,,,"{""rf_estimators"": 324, ""rf_max_depth"": 11, ""rf_max_features"": 167}",{}
76,dfa4c822-27f8-496f-be27-a4dbb8efb376,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_dfa4c822-27f8-496f-be27-a4dbb8efb376.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7202135705783675,0.9759980316394514,0.2829531721844214,0.20648668504975795,359,0.7202135705783675,0.7566963620787651,0.5928122394168887,77,0.8180342997749993,0.7238069359520805,0.5705985314956822,78,302.0,150.0,26.0,,,,,,,,"{""rf_estimators"": 302, ""rf_max_depth"": 26, ""rf_max_features"": 150}",{}
87,7fbbebd5-83f2-4059-884f-7de2976efd6f,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_7fbbebd5-83f2-4059-884f-7de2976efd6f.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7198839088074445,0.9761352064136456,0.2821434541450522,0.20624798598290026,359,0.7198839088074445,0.7571420241968915,0.598167777970779,77,0.8159333113045166,0.7279735058865984,0.5799233351894834,78,402.0,170.0,23.0,,,,,,,,"{""rf_estimators"": 402, ""rf_max_depth"": 23, ""rf_max_features"": 170}",{}
52,065bd164-94ef-469b-b392-c9df71fc78ff,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_065bd164-94ef-469b-b392-c9df71fc78ff.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.719815082393771,0.9728634338024982,0.30086286289226616,0.22200449054732685,359,0.719815082393771,0.7572350359358985,0.5942202297295401,77,0.8209428033597032,0.7179990413069655,0.57223441006882,78,154.0,120.0,10.0,,,,,,,,"{""rf_estimators"": 154, ""rf_max_depth"": 10, ""rf_max_features"": 120}",{}
36,904cf483-f522-4a49-b8ce-333ac1355dca,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_904cf483-f522-4a49-b8ce-333ac1355dca.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7197461931771507,0.9604299732763473,0.3633074549132409,0.2783424945197188,359,0.7197461931771507,0.7573281211076193,0.5850002690447934,77,0.8252463868282477,0.7093181225819231,0.5615732962797585,78,252.0,20.0,8.0,,,,,,,,"{""rf_estimators"": 252, ""rf_max_depth"": 8, ""rf_max_features"": 20}",{}
46,e84ca303-a6f1-4f44-b0b1-6266903ce9e7,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_e84ca303-a6f1-4f44-b0b1-6266903ce9e7.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7197303760896688,0.9748881302228101,0.28942141533897425,0.21314014626975505,359,0.7197303760896688,0.7573494920147077,0.5866425393859929,77,0.8233908267335626,0.7130740019318504,0.5662365058597609,78,391.0,43.0,16.0,,,,,,,,"{""rf_estimators"": 391, ""rf_max_depth"": 16, ""rf_max_features"": 43}",{}
83,9e0a9d08-e365-4d1a-bfbc-4de2c7a2e7f4,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_9e0a9d08-e365-4d1a-bfbc-4de2c7a2e7f4.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7194955390369853,0.9687271372984875,0.3229794991884139,0.2442533376081749,359,0.7194955390369853,0.757666715979089,0.5991628535731476,77,0.8115001133080357,0.7366878728919042,0.5831057189412073,78,505.0,188.0,8.0,,,,,,,,"{""rf_estimators"": 505, ""rf_max_depth"": 8, ""rf_max_features"": 188}",{}
73,f5d06258-6738-4acd-94d6-aad532289f80,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_f5d06258-6738-4acd-94d6-aad532289f80.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7194385258898351,0.975861861202818,0.283754676523719,0.2098148731546737,359,0.7194385258898351,0.757743710778163,0.5954901624171227,77,0.8143276969690064,0.7311416695646501,0.581700055655757,78,277.0,132.0,18.0,,,,,,,,"{""rf_estimators"": 277, ""rf_max_depth"": 18, ""rf_max_features"": 132}",{}
42,48bbb7f5-4a63-4963-862c-6a594b3f0489,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_48bbb7f5-4a63-4963-862c-6a594b3f0489.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7193312761154298,0.9727542451950367,0.30146754179515817,0.2259329857133386,359,0.7193312761154298,0.7578885276623213,0.5968641524299078,77,0.8169396281752929,0.725980814979191,0.5781459879284122,78,438.0,165.0,9.0,,,,,,,,"{""rf_estimators"": 438, ""rf_max_depth"": 9, ""rf_max_features"": 165}",{}
71,15841566-0a8b-4a71-8169-cc0f6994646e,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_15841566-0a8b-4a71-8169-cc0f6994646e.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7193156335834182,0.9756168004296962,0.285191438871372,0.21020660714542588,359,0.7193156335834182,0.7579096470984534,0.5913050230507233,77,0.8202239462249756,0.7194388654182028,0.5715530771333318,78,420.0,99.0,20.0,,,,,,,,"{""rf_estimators"": 420, ""rf_max_depth"": 20, ""rf_max_features"": 99}",{}
67,f5b626be-5c79-458c-a28e-b9ef16bec7c0,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_f5b626be-5c79-458c-a28e-b9ef16bec7c0.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7190649474292881,0.9716552958414408,0.3074872426021387,0.22978704604186634,359,0.7190649474292881,0.758248025493216,0.5976258861619048,77,0.8212946219815872,0.7172933181014984,0.5676589018369737,78,497.0,112.0,9.0,,,,,,,,"{""rf_estimators"": 497, ""rf_max_depth"": 9, ""rf_max_features"": 112}",{}
18,fc81ad88-3323-4f2e-8326-661bfeaa8978,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_fc81ad88-3323-4f2e-8326-661bfeaa8978.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7189807624258462,0.9753429140612352,0.2867886846750516,0.21179375298859643,359,0.7189807624258462,0.7583616252927252,0.5881715190461991,77,0.8287740503514274,0.702122298264301,0.5554471095083969,78,493.0,36.0,29.0,,,,,,,,"{""rf_estimators"": 493, ""rf_max_depth"": 29, ""rf_max_features"": 36}",{}
172,16c24a74-bcb9-4d17-98fb-e0e822edb992,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_16c24a74-bcb9-4d17-98fb-e0e822edb992.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7189454930042954,0.9667475230308749,0.3330451690099842,0.2400238274569884,359,0.7189454930042954,0.758409213025351,0.6187110181974319,77,0.7648273436102544,0.8228513506574089,0.6612491033502546,78,,,,,,,,,0.08889198545098555,0.24825895007910562,"{""xgb_gamma"": 0.08889198545098555, ""xgb_learning_rate"": 0.24825895007910562}",{}
31,7dee3bcb-2b3b-44ac-9910-1f09dd3d1b88,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_7dee3bcb-2b3b-44ac-9910-1f09dd3d1b88.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7189197843083623,0.9758880514838197,0.28360069547889144,0.20630552479265374,359,0.7189197843083623,0.7584438989412687,0.5950718813929341,77,0.8168054140089003,0.7262468994846605,0.5771144929135975,78,454.0,192.0,21.0,,,,,,,,"{""rf_estimators"": 454, ""rf_max_depth"": 21, ""rf_max_features"": 192}",{}
34,3b2844aa-39d4-45f7-b9b3-7ce92f54064b,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_3b2844aa-39d4-45f7-b9b3-7ce92f54064b.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7188920191277572,0.9761321069292227,0.28216177550294486,0.20691695755406475,359,0.7188920191277572,0.7584813576641638,0.59208734044974,77,0.8159732486222873,0.727894526668159,0.5805539707046282,78,486.0,184.0,23.0,,,,,,,,"{""rf_estimators"": 486, ""rf_max_depth"": 23, ""rf_max_features"": 184}",{}
32,353add00-e585-4b11-b844-01aa58904719,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_353add00-e585-4b11-b844-01aa58904719.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7187492905387112,0.9690448575635985,0.3213346369447312,0.24329255853174117,359,0.7187492905387112,0.7586738873028865,0.5904614950451466,77,0.8204104593772591,0.7190655686713434,0.5656654334934814,78,202.0,138.0,8.0,,,,,,,,"{""rf_estimators"": 202, ""rf_max_depth"": 8, ""rf_max_features"": 138}",{}
44,a111d190-744a-4c3c-ac5d-40e9d79dbe90,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_a111d190-744a-4c3c-ac5d-40e9d79dbe90.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7187374925949073,0.9758006407425882,0.28411428567351604,0.2068657439407278,359,0.7187374925949073,0.7586897996147874,0.5919158241725169,77,0.8176980373010546,0.7244754047130502,0.5701061288082854,78,80.0,193.0,23.0,,,,,,,,"{""rf_estimators"": 80, ""rf_max_depth"": 23, ""rf_max_features"": 193}",{}
86,7095ca95-c1e5-42f2-839d-31be09350023,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_7095ca95-c1e5-42f2-839d-31be09350023.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7186142103969528,0.9751501410434381,0.28790758176892645,0.20983380985036157,359,0.7186142103969528,0.7588560547973491,0.5890127208979455,77,0.8106125290716839,0.7384202469625004,0.5869934053577962,78,160.0,160.0,13.0,,,,,,,,"{""rf_estimators"": 160, ""rf_max_depth"": 13, ""rf_max_features"": 160}",{}
33,8ad87c20-d098-4bb1-835c-5e0d1216646d,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_8ad87c20-d098-4bb1-835c-5e0d1216646d.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.718500012974665,0.9755298039950391,0.28569975090246674,0.21114233153345732,359,0.718500012974665,0.7590100259961122,0.5879400434204586,77,0.8260324463476876,0.7077210320726172,0.5617061402359639,78,311.0,28.0,17.0,,,,,,,,"{""rf_estimators"": 311, ""rf_max_depth"": 17, ""rf_max_features"": 28}",{}
81,b2136787-7470-4feb-be82-5e8fae93b859,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_b2136787-7470-4feb-be82-5e8fae93b859.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7184935397852854,0.9763818796600477,0.2806815093511929,0.20639740709213739,359,0.7184935397852854,0.7590187527947282,0.5919488804043915,77,0.8214169807756239,0.7170477122475005,0.5649406277886613,78,309.0,105.0,14.0,,,,,,,,"{""rf_estimators"": 309, ""rf_max_depth"": 14, ""rf_max_features"": 105}",{}
3,e9f1393d-26ce-4d87-a556-7d5db02ff98b,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_e9f1393d-26ce-4d87-a556-7d5db02ff98b.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7184814735455927,0.9756968718526746,0.28472278703377013,0.21034766381208922,359,0.7184814735455927,0.7590350195689562,0.5908453148560282,77,0.8235233003943809,0.7128065151345222,0.5671360634461637,78,405.0,65.0,25.0,,,,,,,,"{""rf_estimators"": 405, ""rf_max_depth"": 25, ""rf_max_features"": 65}",{}
6,db3f9baa-a324-4e35-8f89-ceb51ec17b5d,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_db3f9baa-a324-4e35-8f89-ceb51ec17b5d.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7183488740411188,0.9753423635776669,0.28679188601801886,0.21093664088628816,359,0.7183488740411188,0.759213757039427,0.5918569993166677,77,0.8229941020961427,0.713874456768459,0.5651450184629491,78,478.0,78.0,14.0,,,,,,,,"{""rf_estimators"": 478, ""rf_max_depth"": 14, ""rf_max_features"": 78}",{}
24,a657da8e-8427-461a-99c5-2cecb6532542,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_a657da8e-8427-461a-99c5-2cecb6532542.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7182515878331075,0.9747017231593647,0.2904936263595838,0.21055786458171843,359,0.7182515878331075,0.7593448672030847,0.5954481649328606,77,0.8085365068687617,0.7424564132771609,0.5825659489937872,78,65.0,167.0,22.0,,,,,,,,"{""rf_estimators"": 65, ""rf_max_depth"": 22, ""rf_max_features"": 167}",{}
93,8657727f-e830-4305-91fb-01f92f613fb0,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_8657727f-e830-4305-91fb-01f92f613fb0.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.7181763726629633,0.944376782624833,0.4307439543021483,0.2984772725593818,359,0.7181763726629633,0.7594462172722269,0.550202398218203,77,0.8317023313769423,0.6960926112095911,0.5322105201803976,78,401.0,112.0,13.0,,,,,,,,"{""rf_estimators"": 401, ""rf_max_depth"": 13, ""rf_max_features"": 112}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
95,2b2a0f87-a7b9-4ff2-a594-12c105749ab6,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_2b2a0f87-a7b9-4ff2-a594-12c105749ab6.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.717844111899858,0.9506361259118745,0.4057847818503349,0.2619591037667356,359,0.717844111899858,0.7598937664228472,0.5618347849815397,77,0.8295881308235714,0.7004512166872908,0.533806391623817,78,74.0,35.0,27.0,,,,,,,,"{""rf_estimators"": 74, ""rf_max_depth"": 27, ""rf_max_features"": 35}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
1,41f23bb2-ad80-4e91-8377-908426243d62,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_41f23bb2-ad80-4e91-8377-908426243d62.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7177800422202036,0.9749196837702068,0.28923952639660877,0.21282805562270626,359,0.7177800422202036,0.7599800367945436,0.5820975301787852,77,0.8225985283823936,0.7146716967976244,0.5621244476792945,78,221.0,49.0,16.0,,,,,,,,"{""rf_estimators"": 221, ""rf_max_depth"": 16, ""rf_max_features"": 49}",{}
54,7a2e8f19-e81b-4667-bc74-07368bc86d50,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_7a2e8f19-e81b-4667-bc74-07368bc86d50.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7177634674676783,0.9751405583882423,0.28796308818377964,0.21131311111335835,359,0.7177634674676783,0.760002353246206,0.5918592856276892,77,0.8254400082042902,0.7089250628580606,0.5611284527948488,78,288.0,60.0,16.0,,,,,,,,"{""rf_estimators"": 288, ""rf_max_depth"": 16, ""rf_max_features"": 60}",{}
84,1376652a-e3a7-4a01-8c81-00dd7ca8f90b,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_1376652a-e3a7-4a01-8c81-00dd7ca8f90b.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7176260857276433,0.9751691918814036,0.2877972002104011,0.2088882799768445,359,0.7176260857276433,0.7601873004997397,0.5935818309681282,77,0.8201836025786009,0.7195195857321174,0.5703108575345107,78,227.0,127.0,17.0,,,,,,,,"{""rf_estimators"": 227, ""rf_max_depth"": 17, ""rf_max_features"": 127}",{}
21,8ec211c2-d630-4d9f-8d77-988aa704b40d,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_8ec211c2-d630-4d9f-8d77-988aa704b40d.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7175498905734825,0.9749964069049235,0.28879678156954425,0.21149450478790538,359,0.7175498905734825,0.7602898572139517,0.5847610284852345,77,0.8235919286421904,0.7126679035810798,0.5634991634920877,78,294.0,54.0,24.0,,,,,,,,"{""rf_estimators"": 294, ""rf_max_depth"": 24, ""rf_max_features"": 54}",{}
9,aa7e5279-5bbc-4ca6-b9df-2ad912fccf7d,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_aa7e5279-5bbc-4ca6-b9df-2ad912fccf7d.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7172607086895222,0.9514290567167323,0.4025125321997375,0.3075613647765843,359,0.7172607086895222,0.7606789627571704,0.6009204370227063,77,0.814487319675374,0.7308273202940166,0.5810690469323139,78,58.0,143.0,6.0,,,,,,,,"{""rf_estimators"": 58, ""rf_max_depth"": 6, ""rf_max_features"": 143}",{}
39,63e0cca0-ed6e-406a-8377-d0ff5d95ab6b,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_63e0cca0-ed6e-406a-8377-d0ff5d95ab6b.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7172083471189389,0.9748864467706799,0.28943111630782004,0.20934278354672733,359,0.7172083471189389,0.7607493960193858,0.5970879738382662,77,0.8250912450719449,0.7096329099113678,0.5598247256574642,78,109.0,129.0,15.0,,,,,,,,"{""rf_estimators"": 109, ""rf_max_depth"": 15, ""rf_max_features"": 129}",{}
85,c4697cc9-db8e-4876-9ca6-1297d57765a9,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_c4697cc9-db8e-4876-9ca6-1297d57765a9.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7171495669672407,0.969411286772535,0.3194270875220372,0.2410043252963364,359,0.7171495669672407,0.7608284553569008,0.59576961957923,77,0.8136408098347214,0.7324928355089293,0.5791546880805201,78,391.0,187.0,8.0,,,,,,,,"{""rf_estimators"": 391, ""rf_max_depth"": 8, ""rf_max_features"": 187}",{}
23,139310cf-b046-430f-ab81-ec36c1b2d535,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_139310cf-b046-430f-ab81-ec36c1b2d535.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.717083881973146,0.9754036374941448,0.28643532725382786,0.21276441536442775,359,0.717083881973146,0.7609167919930413,0.5908391691988819,77,0.8203142861504406,0.7192580787692975,0.5683387114360446,78,216.0,87.0,16.0,,,,,,,,"{""rf_estimators"": 216, ""rf_max_depth"": 16, ""rf_max_features"": 87}",{}
43,2f6d4ed0-52e7-4f52-bf17-4219fe8c8677,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_2f6d4ed0-52e7-4f52-bf17-4219fe8c8677.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7170195243145077,0.9604298736980755,0.36330791204593327,0.2772196441679651,359,0.7170195243145077,0.7610033336132981,0.5980741066839432,77,0.8191020531260289,0.7216802044767106,0.5670222861514157,78,301.0,89.0,7.0,,,,,,,,"{""rf_estimators"": 301, ""rf_max_depth"": 7, ""rf_max_features"": 89}",{}
16,5957d597-0116-4316-82e7-f07561497e1a,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_5957d597-0116-4316-82e7-f07561497e1a.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7167925726639899,0.9750608950254154,0.28842411541703356,0.21181049385761017,359,0.7167925726639899,0.7613084365489798,0.5972734748842528,77,0.8186510555978821,0.7225792566356888,0.57446990077294,78,373.0,105.0,12.0,,,,,,,,"{""rf_estimators"": 373, ""rf_max_depth"": 12, ""rf_max_features"": 105}",{}
19,cc7deb6b-8184-4e9a-9c78-c11f2bc2dd8f,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_cc7deb6b-8184-4e9a-9c78-c11f2bc2dd8f.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7167167064000148,0.9756172280776872,0.28518893792640193,0.2084117844954128,359,0.7167167064000148,0.7614104002577233,0.5902876520934816,77,0.8240693498010284,0.7117028874982234,0.5642238177771071,78,272.0,87.0,16.0,,,,,,,,"{""rf_estimators"": 272, ""rf_max_depth"": 16, ""rf_max_features"": 87}",{}
60,7899750b-1223-4416-9d01-9b495fb511b5,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_7899750b-1223-4416-9d01-9b495fb511b5.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7166496922517356,0.9738336391334601,0.2954355825556348,0.22237437322687023,359,0.7166496922517356,0.7615004554309547,0.5976850550421458,77,0.8200796468624919,0.7197275405331764,0.5645074665761356,78,325.0,80.0,10.0,,,,,,,,"{""rf_estimators"": 325, ""rf_max_depth"": 10, ""rf_max_features"": 80}",{}
56,b0b58afd-4e77-4291-9d37-f8ab93f8f5dc,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_b0b58afd-4e77-4291-9d37-f8ab93f8f5dc.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7163195373807695,0.9741790539675766,0.2934791230604667,0.20596362688834552,359,0.7163195373807695,0.7619439698454848,0.6012359771196542,77,0.8078569200064907,0.7437728958090315,0.599112473949379,78,49.0,199.0,18.0,,,,,,,,"{""rf_estimators"": 49, ""rf_max_depth"": 18, ""rf_max_features"": 199}",{}
